CUSTNAME,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_SALESMAN,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Dinosaur Planet,Isle of Man TT 2004 Review,Character,Paula Abduls Get Up & Dance,The Rise and Fall of ECW,Sick,8 Man,What the Do We Know!?,The Rings,Class of Nuke Em High 2,,Fighter,Full Frame Documentary Shorts,My Favorite Brunette,Lord of the Rings The Return of the King Extended Edition Bonus Material,Nature Antarctica,Neil Diamond Greatest Hits Live,Screamers,7 Seconds,Immortal Beloved,By Dawns Early Light,Seeta Aur Geeta,Strange Relations,Chump Change,Clifford Clifford Saves the Day! / Cliffords Fluffiest Friend Cleo,My Bloody Valentine,Inspector Morse 31 Death Is Now My Neighbour,Never Die Alone,Sesame Street Elmos World The Street We Live On
Tracey Williams,Los Angeles,Master Card,14796,13545,SC394 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,4,
Tracey Williams,Los Angeles,Master Card,14796,13546,SW211 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,
Tracey Williams,Los Angeles,Master Card,14796,13547,SW340 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,4,4,,,,,,3,,4,,,,,,,,,,,,,,,
Jason Stanek,Los Angeles,JCB,14797,13548,SE271 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,,3,3,4,,,,,,,,,,,
Jason Stanek,Los Angeles,JCB,14797,13549,NC163 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,5,,,,,,,,,,,,,,
Jason Stanek,Los Angeles,JCB,14797,13550,NE109 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,
Jason Stanek,Los Angeles,JCB,14797,13551,SE208 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,,,4,,,,3,,,2,4,3,,3,5,
Helen Grajeda,Los Angeles,Discover,14798,13552,NC163 ,Complete,Desktop,Frequent,HighValue,Gen_Z,,,,,5,4,,5,,,,,,,,5,,,,,4,,,,,,,3,
Helen Grajeda,Los Angeles,Discover,14798,13553,WE157 ,Complete,Desktop,Frequent,HighValue,Gen_Z,,,,,4,,,,,,,,,,,,3,,,,3,,,,,,,,
Clifford Simons,Los Angeles,Diners Club,14799,13554,NC361 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sally James,Los Angeles,Discover,14800,13555,SE397 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,,4,,,,,,,,,,,,5,,5,,,,,,,,,
Sally James,Los Angeles,Discover,14800,13556,SE133 ,Cancelled,Phone,Occasional,LowValue,Gen_Z,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
Sally James,Los Angeles,Discover,14800,13557,NE178 ,In-Progress,Phone,Occasional,MediumValue,Gen_Z,,,,,,3,,,,,,,,4,,,,,,4,,,,,,,,,
Marvin Diggs,Los Angeles,Master Card,14801,13558,NC298 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Marvin Diggs,Los Angeles,Master Card,14801,13559,NE238 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,
Marvin Diggs,Los Angeles,Master Card,14801,13560,SW409 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,,,,,,,,2,,,1,,,,,,,5,
Carrie Penton,Los Angeles,JCB,14802,13561,RP253 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,4,
Carrie Penton,Los Angeles,JCB,14802,13562,NE301 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,,,,,,5,,,,,,,,,5,,,,,,,,5,
Carrie Penton,Los Angeles,JCB,14802,13563,SW145 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,3,,,5,5,5,,4,4,,5,4,4,4,,,5,,,,1
Carrie Penton,Los Angeles,JCB,14802,13564,NE367 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,4,
Carrie Penton,Los Angeles,JCB,14802,13565,WE226 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
Josephine Gordon,Los Angeles,American Express,14803,13566,NC427 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,3,,,,,2,,,,3,,,,,,,,,,1,
Josephine Gordon,Los Angeles,American Express,14803,13567,NW316 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,5,,5,,,,,,,,,,,,,,,5,,,,,,,,5,
Josephine Gordon,Los Angeles,American Express,14803,13568,SW211 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,3,4
Josephine Gordon,Los Angeles,American Express,14803,13569,NC229 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,
Tina Cornell,Los Angeles,Master Card,14804,13570,SE397 ,Complete,Desktop,FirstTime,MediumValue,Gen_Z,,,,,,,,3,,,,,,4,,,,,,2,,,,,,,,4,
Tina Cornell,Los Angeles,Master Card,14804,13571,SE268 ,Cancelled,Phone,FirstTime,HighValue,Gen_Z,,,,,,3,3,,,,,,,,,,3,,,3,,,,,,,,2,3
Julie Victorino,Los Angeles,JCB,14805,13572,NE370 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,3,4,,,,,,,,,,,,,,4,,,,,,5,,5,3
Julie Victorino,Los Angeles,JCB,14805,13573,NC364 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,4,,,,,5,
Julie Victorino,Los Angeles,JCB,14805,13574,NE106 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,,3,3,,,,,,,,,,1,
Chrystal West,Los Angeles,American Express,14806,13575,SE400 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,4,5,,,,,,,,,,,2,3,,,4,,,,,,,,
Chrystal West,Los Angeles,American Express,14806,13576,SC259 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,,,,,,,3,,,,,4,,,,,,,
Jose Arruda,Los Angeles,American Express,14807,13577,SW406 ,Complete,Desktop,FirstTime,HighValue,Gen_Y,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,
Jose Arruda,Los Angeles,American Express,14807,13578,NC100 ,Abandoned,Phone,FirstTime,MediumValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3
Jose Arruda,Los Angeles,American Express,14807,13579,WE157 ,Complete,Desktop,FirstTime,LowValue,Gen_Y,,,,,2,5,,,,,,,,,,,1,,,,,3,,,3,,,,
Jose Arruda,Los Angeles,American Express,14807,13580,WE286 ,Complete,Phone,FirstTime,MediumValue,Gen_Y,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,3,
Sam Monahan,Los Angeles,Master Card,14808,13581,NE301 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,5,,,,,,,,,,,,,,,,,,,,,,3,
Lester Fisher,Los Angeles,VISA,14809,13582,SE202 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,3,3,,,,,3,3,,,,,,2,4,3,2,,,,,,,4,3
Lola Heffron,Los Angeles,JCB,14810,13583,SW346 ,Complete,Phone,Occasional,LowValue,Gen_X,,,5,,,,,,,,,,,,,,,,,4,,3,4,,,,5,4,
Lola Heffron,Los Angeles,JCB,14810,13584,SW214 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,
Lola Heffron,Los Angeles,JCB,14810,13585,NE175 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Lola Heffron,Los Angeles,JCB,14810,13586,NC229 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,4,4,5,,,,4,5,5,5,4,,,,,,,,3
Donna Camarillo,Los Angeles,VISA,14811,13587,SC388 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,5,,,,,,2,,4,,,,5,5,,,,,,5,,,,
Donna Camarillo,Los Angeles,VISA,14811,13588,SW406 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,4,,5,5,,5,,,,,,,,5,,,,,5,,,,1,5,,,2
Donna Camarillo,Los Angeles,VISA,14811,13589,SC193 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,3,4,,,,,,2,,,,,,,,,,,,,,,,,
Donna Camarillo,Los Angeles,VISA,14811,13590,NW250 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burt Christensen,Los Angeles,JCB,14812,13591,SE205 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,3,,,,5,,,,,,,,,,,5,,3,,,,,,5,
Elsa Muirhead,Los Angeles,Master Card,14813,13592,SE265 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,5,
Daphine Person,Los Angeles,VISA,14814,13593,NW382 ,Complete,Phone,FirstTime,LowValue,Gen_Y,1,,,,,2,,,,,,,,,,4,3,,,,,,,,,,,,
Daphine Person,Los Angeles,VISA,14814,13594,NE238 ,Cancelled,Desktop,FirstTime,LowValue,Gen_Y,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Daphine Person,Los Angeles,VISA,14814,13595,SW340 ,Complete,Phone,FirstTime,HighValue,Gen_Y,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
Daphine Person,Los Angeles,VISA,14814,13596,NE103 ,Abandoned,Desktop,FirstTime,LowValue,Gen_Y,,,,,4,2,,,,,,2,,,,,,5,,,,,,,,,,5,
Daphine Person,Los Angeles,VISA,14814,13597,NC298 ,In-Progress,Phone,FirstTime,LowValue,Gen_Y,,,,,,,5,,,4,,,,,,,,,,4,,,,,,,,4,2
Denis Spear,Los Angeles,JCB,14815,13598,SC124 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,
Denis Spear,Los Angeles,JCB,14815,13599,SC127 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,3,5,,,,2,,3,5,3,,,,,4,,4,,,,,,,,,
Denis Spear,Los Angeles,JCB,14815,13600,SE133 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Spear,Los Angeles,JCB,14815,13601,SW409 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,4,,,,,,,,,,,3,,4,,,,,,,,5,
Denis Spear,Los Angeles,JCB,14815,13602,NW247 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,3,,,,,3,,,,,,,,,,,,,,5,,,,,,,,5,2
Gina Kasten,Los Angeles,Master Card,14816,13603,NC424 ,Complete,Desktop,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Jillian Rolon,Los Angeles,VISA,14817,13604,NW376 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,
Jillian Rolon,Los Angeles,VISA,14817,13605,NW118 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,4,,,,,2,,,,,,,,,,,,,,,,,,,,,4,4,
Jillian Rolon,Los Angeles,VISA,14817,13606,SC388 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,4,,,,,1,,,,,,,2,4,,,,,3,,,5,4
Rosalia Singleton,Los Angeles,VISA,14818,13607,SE136 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,,
Rosalia Singleton,Los Angeles,VISA,14818,13608,WE352 ,Complete,Phone,Occasional,LowValue,Gen_X,5,,,,,4,4,,,,,,,,,,,,,,,,,,,5,,5,
Rosalia Singleton,Los Angeles,VISA,14818,13609,NC358 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Rosalia Singleton,Los Angeles,VISA,14818,13610,NW112 ,Abandoned,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Scott Flores,Los Angeles,Master Card,14819,13611,NC298 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,5,,,,,,4,,,,,,,3,,,,,,5,,,,,
Scott Flores,Los Angeles,Master Card,14819,13612,SE331 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,4,4
Alex Glover,Los Angeles,JCB,14820,13613,NC166 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,4,4,,,,,,,,,,,,,,4,,,,,,,,3,
Alex Glover,Los Angeles,JCB,14820,13614,NC295 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,
Alex Glover,Los Angeles,JCB,14820,13615,NE241 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,5,,,,,,,,,,,,4,,,,,,,,,,,3,
Alex Glover,Los Angeles,JCB,14820,13616,SC124 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,3,3,3,,,,,3,,,,,,4,,,,,,,,,,,,
Shenika Bridges,Los Angeles,JCB,14821,13617,NE367 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,1,4,,,,,,,,3,,,,,,3,,,,,,,,,
Darryl Rodriguez,Los Angeles,Diners Club,14822,13618,SE337 ,In-Progress,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,3,,,,,,,,4,,,,,,,3,,,,4,,,,
Karin Bass,Los Angeles,American Express,14823,13619,WE355 ,Complete,Desktop,FirstTime,HighValue,Gen_Z,,,,,4,4,,,,,,,,,,,,3,,,3,4,,,,,,,
Karin Bass,Los Angeles,American Express,14823,13620,WE226 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,
Allyson Damm,Los Angeles,Master Card,14824,13621,NW316 ,Complete,Phone,Frequent,LowValue,Gen_Z,,,,,,,,,,,,,,,,,,3,,4,,,,,,,,4,
Allyson Damm,Los Angeles,Master Card,14824,13622,SW406 ,Complete,Phone,Frequent,MediumValue,Gen_Z,,,,3,,3,,,,,,,,,,,,,,3,,,,,,,,,
Allyson Damm,Los Angeles,Master Card,14824,13623,SW343 ,Complete,Phone,Frequent,HighValue,Gen_Z,5,,,,,,,,,,,,,,,,,,,5,,,,,,,,5,5
Allyson Damm,Los Angeles,Master Card,14824,13624,NW250 ,In-Progress,Desktop,Frequent,HighValue,Gen_Z,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,4,
Stuart Green,Los Angeles,JCB,14825,13625,SE139 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,5,
Stuart Green,Los Angeles,JCB,14825,13626,RP319 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,3,,,,,,,,,5,,,,,5,
Stuart Green,Los Angeles,JCB,14825,13627,SE133 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,4,,,,,,,,4,,,,3,,,
Ruthann Middleton,Los Angeles,Discover,14826,13628,WE421 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,5,2,,1,3,,,,2,,,,,5,4,,,,4,
Ruthann Middleton,Los Angeles,Discover,14826,13629,NW187 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,5,,,,3,,,,5,,4,,,,4,,,3,,4,,,5,
Denise Stadler,Los Angeles,American Express,14827,13630,SC391 ,In-Progress,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Ruby Eggen,Los Angeles,Master Card,14828,13631,NC166 ,In-Progress,Phone,Occasional,HighValue,Gen_Z,,,,,,2,,,,,,,,4,,,,,,,,,3,,,,,5,
Ruby Eggen,Los Angeles,Master Card,14828,13632,SC124 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,4,,,,,,,,,4,,,1,,,5,,,,,,,,,
Ruby Eggen,Los Angeles,Master Card,14828,13633,SE205 ,Cancelled,Phone,Occasional,HighValue,Gen_Z,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,4,
Lamont Shelton,Los Angeles,American Express,14829,13634,SC325 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,3,,4,,,,,,,,,,3,2,,,,,,,,,,,,
Lamont Shelton,Los Angeles,American Express,14829,13635,SW409 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1
Lamont Shelton,Los Angeles,American Express,14829,13636,NE235 ,Complete,Phone,Occasional,LowValue,Gen_Y,5,,,,4,4,,3,,,3,,,,,,,,,4,4,,,,,,,3,
Phil Cool,Los Angeles,American Express,14830,13637,WE352 ,In-Progress,Phone,FirstTime,LowValue,Gen_Z,3,,,,,4,,,,,,,,,4,,,,,,,,,,,,,4,
Phil Cool,Los Angeles,American Express,14830,13638,SW409 ,Cancelled,Phone,FirstTime,LowValue,Gen_Z,,,4,,3,,,,,,,,,4,,,,,,,,,,,,,,5,
Phil Cool,Los Angeles,American Express,14830,13639,SC127 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,5,4,,,,,,,,,,,,,,,4,,,,,,,,
Phil Cool,Los Angeles,American Express,14830,13640,WE151 ,Cancelled,Phone,FirstTime,HighValue,Gen_Z,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,4,
Jo Reed,Los Angeles,Discover,14831,13641,SE331 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,4,,,3,3,,,,,,,,,,,,,,,,,
Jo Reed,Los Angeles,Discover,14831,13642,NC229 ,Complete,Desktop,Frequent,LowValue,Baby_Boomers,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,
Jo Reed,Los Angeles,Discover,14831,13643,WE157 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,3,,3,,,,,,,,,,,,3,,,,,,,,,,,3
Jo Reed,Los Angeles,Discover,14831,13644,RP190 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,4,,,,,5,,
Adam Weiss,Los Angeles,Discover,14832,13645,SC193 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,
Adam Weiss,Los Angeles,Discover,14832,13646,NC292 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,3,1,,,,3,3,3,,,,3,3,,5,3,,,,,,,4,3
Adam Weiss,Los Angeles,Discover,14832,13647,WE289 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,5,
Adam Weiss,Los Angeles,Discover,14832,13648,SW406 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Weiss,Los Angeles,Discover,14832,13649,SW148 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,2,,,,4,,5,3,2
Allen Ferrer,Los Angeles,Diners Club,14833,13650,SW142 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,,,,,,,,,3,,,,,,,,,3,,,,4,,
Allen Ferrer,Los Angeles,Diners Club,14833,13651,SC394 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,3,,,,,,,,,,,,,,,2,,,,,,,3,
Allen Ferrer,Los Angeles,Diners Club,14833,13652,SC130 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,4,,3,,,,,1,,5,,,,,4,
Allen Ferrer,Los Angeles,Diners Club,14833,13653,NE106 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,4,,,,,,1,,3,,,,,,,,,,,,,,,
Allen Ferrer,Los Angeles,Diners Club,14833,13654,NC424 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,4,,,,,3,3,3,5,,,4,,,4,3,,,,,,,4,4
Oscar Kirk,Los Angeles,Master Card,14834,13655,NE238 ,Cancelled,Desktop,Occasional,HighValue,Gen_Z,3,,3,,,4,,2,4,,3,,3,3,,,,,,4,,,5,,,,,5,
Oscar Kirk,Los Angeles,Master Card,14834,13656,WE418 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
Lucy Lambert,Los Angeles,Master Card,14835,13657,WE286 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,5,,,,,,,,,,,,,,,,,,5,,3,
Lucy Lambert,Los Angeles,Master Card,14835,13658,NW250 ,Complete,Phone,Occasional,LowValue,Gen_X,3,,,,,,4,,,,,,,,,,,2,3,3,1,,,3,,,,3,
Lana Ayala,Los Angeles,VISA,14836,13659,RP121 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,1,4,5,,,,,,,,,,,,,3,,,,,,,,3,
Lana Ayala,Los Angeles,VISA,14836,13660,SW280 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Lana Ayala,Los Angeles,VISA,14836,13661,NC229 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,5,
Lana Ayala,Los Angeles,VISA,14836,13662,SW340 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,,,,,,,,,5,,,3,,,,,,,5,
Sherri Caviness,Los Angeles,American Express,14837,13663,NC166 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4
Sherri Caviness,Los Angeles,American Express,14837,13664,SW145 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,2,4,,,,,4,,,,,,,,,,4,4,,,,,,,4
Sherri Caviness,Los Angeles,American Express,14837,13665,WE352 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,,3,,,,4,,3,,,,,,4,2
Sherri Caviness,Los Angeles,American Express,14837,13666,WE352 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,1,,3,1,,4,,3,4,,,1,,3,3,1,1,1,,2,,4,2,,,3,3,5,1
Darnell Olson,Los Angeles,Master Card,14838,13667,NE373 ,Complete,Phone,Occasional,MediumValue,Gen_Z,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,
Darnell Olson,Los Angeles,Master Card,14838,13668,NE367 ,Complete,Phone,Occasional,LowValue,Gen_Z,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Darnell Olson,Los Angeles,Master Card,14838,13669,SC328 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,3,,,,,,,,3,,,,,,,,,,,,4,,,,
Gary Hall,Los Angeles,JCB,14839,13670,WE289 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,4,,,,,,5,,,,,,,,3,2
Ruben Juergens,Los Angeles,American Express,14840,13671,SW343 ,Complete,Phone,Frequent,LowValue,Gen_Z,,,,,,3,,,,,4,,,,,,4,,,,,,,,,,,4,
Ruben Juergens,Los Angeles,American Express,14840,13672,RP319 ,In-Progress,Desktop,Frequent,HighValue,Gen_Z,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,3,
Issac Reaves,Los Angeles,American Express,14841,13673,SE133 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,,,4,,,,,,4,,,,,,,,,
Issac Reaves,Los Angeles,American Express,14841,13674,SE208 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Issac Reaves,Los Angeles,American Express,14841,13675,WE352 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Issac Reaves,Los Angeles,American Express,14841,13676,SE133 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,3,,,,,,,,,,,4,,4,,,,,,5,,,,4,,,
Machelle Desmarais,Los Angeles,American Express,14842,13677,SC322 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,4,,,,,,,,4,
Machelle Desmarais,Los Angeles,American Express,14842,13678,SC328 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,3,,,,,,,,,,,3,,,,,,,,,3,,,,,3,1
Machelle Desmarais,Los Angeles,American Express,14842,13679,NC292 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,,,,,,,,,,,,3,,,,,,,,,,,,
Machelle Desmarais,Los Angeles,American Express,14842,13680,NC169 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,3,,,3,,,,,,,,,,3,,,,,,4,,
Alfonso Pless,Los Angeles,JCB,14843,13681,WE286 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,4,,,3,,,,3,,,,,,,,
Willene Kimble,Los Angeles,Diners Club,14844,13682,NC160 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4,
Willene Kimble,Los Angeles,Diners Club,14844,13683,NC295 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,4,4,,,,,,,,,,,,5,,,,,,,,,,,
Willene Kimble,Los Angeles,Diners Club,14844,13684,NE175 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Micheal Anderson,Los Angeles,Discover,14845,13685,RP253 ,Cancelled,Phone,Occasional,HighValue,Gen_Z,,,,,5,5,,,,,,,,,,,,,,,4,4,,,,,,,
Micheal Anderson,Los Angeles,Discover,14845,13686,NE172 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,,,,,,,,,,,,,4,,4,3,,,,,,,3,
Velia Sutton,Los Angeles,VISA,14846,13687,SW412 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,
Lea Paul,Los Angeles,Diners Club,14847,13688,RP121 ,In-Progress,Phone,FirstTime,HighValue,Gen_Y,,,,4,5,,,,,,,4,,,,,4,,,,,,,,,,,4,
Bettie Baker,Los Angeles,JCB,14848,13689,RP385 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,4,4,,5,,,4,,,,,,3,,,,,3,,,,
Bettie Baker,Los Angeles,JCB,14848,13690,NW244 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,
Bettie Baker,Los Angeles,JCB,14848,13691,SW406 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,
Marilyn White,Los Angeles,Master Card,14849,13692,SW280 ,Cancelled,Phone,Occasional,LowValue,Gen_X,,,,,5,,,,,,,4,,,,,,,,,4,,,,,,,,
Marilyn White,Los Angeles,Master Card,14849,13693,SC259 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,5,
